CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment
15841,57,2,613.26,3,4,3,343,Loyal Customers
15843,142,1,118.95,1,2,1,121,Hibernating
15845,18,4,1963.34,4,5,5,455,Loyal Customers
15847,127,1,180.68,1,2,1,121,Hibernating
15850,7,1,118.88,5,2,1,521,Potential Loyalists
15852,25,2,160.71,4,4,1,441,Loyal Customers
15854,11,7,1807.59,5,5,5,555,Champions
15855,22,4,474.69,4,5,3,453,Loyal Customers
15856,21,6,4392.6,4,5,5,455,Loyal Customers
15858,128,1,432.29,1,2,3,123,Hibernating
15860,71,2,317.6,2,4,2,242,At-Risk
15861,106,2,722.48,2,4,4,244,At-Risk
15862,43,1,136.78,3,2,1,321,About to Sleep
15863,31,1,9.2,4,2,1,421,Potential Loyalists
15864,16,2,414.26,5,4,3,543,Champions
15865,52,1,313.93,3,2,2,322,About to Sleep
15867,22,7,1500.55,4,5,5,455,Loyal Customers
15869,116,2,149.64,1,4,1,141,At-Risk
15874,16,6,2207.75,5,5,5,555,Champions
15881,151,3,346.14,1,4,2,142,At-Risk
15882,37,2,145.04,4,4,1,441,Loyal Customers
15885,148,1,15.0,1,2,1,121,Hibernating
15891,65,1,524.52,2,2,3,223,Hibernating
15894,92,1,106.81,2,2,1,221,Hibernating
15897,33,2,222.05,4,4,2,442,Loyal Customers
15898,65,2,481.3,2,4,3,243,At-Risk
15903,66,2,641.64,2,4,3,243,At-Risk
15906,58,3,683.16,3,4,4,344,Loyal Customers
15907,15,2,529.52,5,4,3,543,Champions
15909,12,1,191.94,5,2,1,521,Potential Loyalists
15910,46,4,550.61,3,5,3,353,Loyal Customers
15912,17,2,264.62,4,4,2,442,Loyal Customers
15916,30,3,616.08,4,4,3,443,Loyal Customers
15917,86,1,123.1,2,2,1,221,Hibernating
15918,29,2,334.23,4,4,2,442,Loyal Customers
15921,11,1,336.03,5,2,2,522,Potential Loyalists
15925,33,1,207.15,4,2,2,422,Potential Loyalists
15932,4,5,1583.37,5,5,5,555,Champions
15935,78,2,416.86,2,4,3,243,At-Risk
15938,40,4,335.3,3,5,2,352,Loyal Customers
15939,19,10,5219.87,4,5,5,455,Loyal Customers
15940,150,1,35.8,1,2,1,121,Hibernating
15944,115,1,325.1,1,2,2,122,Hibernating
15951,124,1,375.17,1,2,3,123,Hibernating
15952,64,1,232.65,2,2,2,222,Hibernating
15953,50,3,616.3,3,4,3,343,Loyal Customers
15955,42,2,873.24,3,4,4,344,Loyal Customers
15967,157,1,173.8,1,2,1,121,Hibernating
15969,24,1,308.7,4,2,2,422,Potential Loyalists
15970,142,1,314.1,1,2,2,122,Hibernating
15971,81,4,1086.15,2,5,4,254,Cannot Lose Them
15974,23,4,2054.85,4,5,5,455,Loyal Customers
15976,4,2,430.94,5,4,3,543,Champions
15980,93,1,760.18,2,2,4,224,Hibernating
15981,7,5,2061.0,5,5,5,555,Champions
15984,72,4,659.38,2,5,3,253,Cannot Lose Them
15985,75,1,899.58,2,2,4,224,Hibernating
15987,38,3,402.6,3,4,3,343,Loyal Customers
15990,126,1,401.37,1,2,3,123,Hibernating
15996,4,3,533.05,5,4,3,543,Champions
15998,10,2,1248.67,5,4,4,544,Champions
16003,4,1,573.7,5,2,3,523,Potential Loyalists
16005,21,2,298.08,4,4,2,442,Loyal Customers
16006,50,1,101.4,3,2,1,321,About to Sleep
16007,19,2,733.45,4,4,4,444,Loyal Customers
16008,43,1,139.15,3,2,1,321,About to Sleep
16010,84,2,297.4,2,4,2,242,At-Risk
16011,15,6,963.61,5,5,4,554,Champions
16013,11,20,12348.32,5,5,5,555,Champions
16014,130,1,262.93,1,2,2,122,Hibernating
16016,35,3,435.3,4,4,3,443,Loyal Customers
16018,19,1,161.9,4,2,1,421,Potential Loyalists
16019,71,5,2270.4,2,5,5,255,Cannot Lose Them
16022,99,1,628.28,2,2,3,223,Hibernating
16023,31,2,500.69,4,4,3,443,Loyal Customers
16027,15,4,625.37,5,5,3,553,Champions
16029,3,29,26633.34,5,5,5,555,Champions
16030,148,1,331.24,1,2,2,122,Hibernating
16031,86,1,305.63,2,2,2,222,Hibernating
16033,4,10,3594.39,5,5,5,555,Champions
16034,35,3,437.7,4,4,3,443,Loyal Customers
16036,102,1,188.73,2,2,1,221,Hibernating
16037,108,2,554.56,1,4,3,143,At-Risk
16038,16,2,393.33,5,4,3,543,Champions
16040,107,1,422.43,1,2,3,123,Hibernating
16042,171,1,24.95,1,2,1,121,Hibernating
16043,50,3,676.49,3,4,4,344,Loyal Customers
16045,1,3,1130.65,5,4,4,544,Champions
16050,12,1,137.9,5,2,1,521,Potential Loyalists
16055,59,1,134.8,3,2,1,321,About to Sleep
16057,50,3,1059.54,3,4,4,344,Loyal Customers
16059,2,3,833.05,5,4,4,544,Champions
16062,80,1,330.62,2,2,2,222,Hibernating
16063,99,1,335.32,2,2,2,222,Hibernating
16072,127,1,584.32,1,2,3,123,Hibernating
16073,136,1,122.4,1,2,1,121,Hibernating
16076,47,1,305.45,3,2,2,322,About to Sleep
16078,122,1,79.2,1,2,1,121,Hibernating
16080,113,1,130.26,1,2,1,121,Hibernating
16081,24,2,834.77,4,4,4,444,Loyal Customers
16084,138,1,436.18,1,2,3,123,Hibernating
16085,75,2,325.04,2,4,2,242,At-Risk
16086,39,2,409.8,3,4,3,343,Loyal Customers
16091,37,1,157.25,4,2,1,421,Potential Loyalists
16092,36,2,593.73,4,4,3,443,Loyal Customers
16094,58,1,252.1,3,2,2,322,About to Sleep
16096,103,1,320.62,2,2,2,222,Hibernating
16097,79,1,185.05,2,2,1,221,Hibernating
16098,24,3,791.62,4,4,4,444,Loyal Customers
16099,64,1,318.3,2,2,2,222,Hibernating
16103,25,3,805.26,4,4,4,444,Loyal Customers
16105,87,1,336.96,2,2,2,222,Hibernating
16107,22,1,532.9,4,2,3,423,Potential Loyalists
16109,57,2,611.88,3,4,3,343,Loyal Customers
16110,101,2,693.93,2,4,4,244,At-Risk
16112,172,2,136.14,1,4,1,141,At-Risk
16113,22,1,161.38,4,2,1,421,Potential Loyalists
16114,9,1,135.75,5,2,1,521,Potential Loyalists
16115,19,4,658.66,4,5,3,453,Loyal Customers
16116,50,1,612.78,3,2,3,323,About to Sleep
16117,28,1,232.21,4,2,2,422,Potential Loyalists
16121,54,1,287.89,3,2,2,322,About to Sleep
16122,171,1,144.12,1,2,1,121,Hibernating
16124,156,1,249.0,1,2,2,122,Hibernating
16126,23,2,1844.0,4,4,5,445,Loyal Customers
16128,121,1,388.3,1,2,3,123,Hibernating
16131,46,2,1664.52,3,4,5,345,Loyal Customers
16133,24,12,6791.37,4,5,5,455,Loyal Customers
16135,101,1,517.55,2,2,3,223,Hibernating
16136,116,1,159.3,1,2,1,121,Hibernating
16139,45,1,139.8,3,2,1,321,About to Sleep
16142,88,1,535.34,2,2,3,223,Hibernating
16143,51,2,762.82,3,4,4,344,Loyal Customers
16144,85,1,175.2,2,2,1,221,Hibernating
16145,15,4,1344.94,5,5,5,555,Champions
16146,42,2,659.13,3,4,3,343,Loyal Customers
16148,135,1,76.32,1,2,1,121,Hibernating
16150,109,1,571.06,1,2,3,123,Hibernating
16152,107,1,1829.04,1,2,5,125,Hibernating
16153,24,2,485.09,4,4,3,443,Loyal Customers
16156,45,3,1060.57,3,4,4,344,Loyal Customers
16159,120,1,348.2,1,2,2,122,Hibernating
16161,8,8,2017.5,5,5,5,555,Champions
16162,91,1,37.4,2,2,1,221,Hibernating
16163,71,1,415.0,2,2,3,223,Hibernating
16168,25,9,1119.51,4,5,4,454,Loyal Customers
16170,22,3,944.87,4,4,4,444,Loyal Customers
16172,14,2,551.35,5,4,3,543,Champions
16175,8,3,736.89,5,4,4,544,Champions
16180,9,5,4327.28,5,5,5,555,Champions
16182,42,2,2517.0,3,4,5,345,Loyal Customers
16184,21,2,447.89,4,4,3,443,Loyal Customers
16185,71,1,335.0,2,2,2,222,Hibernating
16186,28,4,1039.67,4,5,4,454,Loyal Customers
16187,8,8,3475.62,5,5,5,555,Champions
16188,65,2,565.77,2,4,3,243,At-Risk
16191,101,6,1988.08,2,5,5,255,Cannot Lose Them
16193,75,1,314.45,2,2,2,222,Hibernating
16200,3,1,550.57,5,2,3,523,Potential Loyalists
16203,66,1,147.6,2,2,1,221,Hibernating
16205,18,1,112.35,4,2,1,421,Potential Loyalists
16206,47,2,288.75,3,4,2,342,Loyal Customers
16208,128,1,497.59,1,2,3,123,Hibernating
16209,18,3,1904.26,4,4,5,445,Loyal Customers
16210,52,5,3592.57,3,5,5,355,Loyal Customers
16212,122,1,498.15,1,2,3,123,Hibernating
16214,9,3,1062.75,5,4,4,544,Champions
16216,106,1,914.93,2,2,4,224,Hibernating
16217,74,2,304.25,2,4,2,242,At-Risk
16218,45,3,1257.46,3,4,4,344,Loyal Customers
16221,114,1,148.63,1,2,1,121,Hibernating
16222,157,1,846.72,1,2,4,124,Hibernating
16224,79,2,543.21,2,4,3,243,At-Risk
16225,15,3,600.56,5,4,3,543,Champions
16226,42,3,255.12,3,4,2,342,Loyal Customers
16227,64,1,314.22,2,2,2,222,Hibernating
16229,51,1,358.2,3,2,3,323,About to Sleep
16230,28,2,542.03,4,4,3,443,Loyal Customers
16232,54,2,366.47,3,4,3,343,Loyal Customers
16233,168,1,179.1,1,2,1,121,Hibernating
16235,25,3,665.29,4,4,3,443,Loyal Customers
16239,28,1,347.9,4,2,2,422,Potential Loyalists
16241,16,4,730.13,5,5,4,554,Champions
16242,4,3,846.59,5,4,4,544,Champions
16244,50,1,466.12,3,2,3,323,About to Sleep
16245,95,1,453.98,2,2,3,223,Hibernating
16247,9,1,114.56,5,2,1,521,Potential Loyalists
16249,40,2,1020.53,3,4,4,344,Loyal Customers
16250,100,1,163.3,2,2,1,221,Hibernating
16253,94,1,1700.4,2,2,5,225,Hibernating
16255,85,3,687.42,2,4,4,244,At-Risk
16256,105,1,752.43,2,2,4,224,Hibernating
16257,15,1,46.95,5,2,1,521,Potential Loyalists
16258,8,2,1833.46,5,4,5,545,Champions
16261,85,1,254.96,2,2,2,222,Hibernating
16265,99,3,2034.33,2,4,5,245,At-Risk
16266,15,4,488.84,5,5,3,553,Champions
16275,35,1,559.87,4,2,3,423,Potential Loyalists
16276,15,1,810.6,5,2,4,524,Potential Loyalists
16279,15,1,359.08,5,2,3,523,Potential Loyalists
16282,178,1,168.3,1,2,1,121,Hibernating
16283,47,1,277.81,3,2,2,322,About to Sleep
16287,8,1,142.5,5,2,1,521,Potential Loyalists
16293,46,3,750.99,3,4,4,344,Loyal Customers
16297,107,1,301.9,1,2,2,122,Hibernating
16298,25,1,114.3,4,2,1,421,Potential Loyalists
16303,172,1,827.18,1,2,4,124,Hibernating
16306,52,5,564.17,3,5,3,353,Loyal Customers
16308,56,2,960.0,3,4,4,344,Loyal Customers
16309,79,1,334.2,2,2,2,222,Hibernating
16315,169,1,226.37,1,2,2,122,Hibernating
16316,1,5,1884.67,5,5,5,555,Champions
16317,136,1,570.76,1,2,3,123,Hibernating
16319,56,1,404.4,3,2,3,323,About to Sleep
16320,11,2,1038.46,5,4,4,544,Champions
16321,144,3,223.65,1,4,2,142,At-Risk
16323,35,1,207.5,4,2,2,422,Potential Loyalists
16324,16,1,166.56,5,2,1,521,Potential Loyalists
16325,84,1,190.82,2,2,1,221,Hibernating
16326,12,5,918.58,5,5,4,554,Champions
16327,38,3,1934.04,3,4,5,345,Loyal Customers
16332,144,1,122.3,1,2,1,121,Hibernating
16333,31,16,13087.2,4,5,5,455,Loyal Customers
16339,123,1,109.95,1,2,1,121,Hibernating
16341,40,1,797.65,3,2,4,324,About to Sleep
16342,18,1,136.95,4,2,1,421,Potential Loyalists
16348,30,3,583.32,4,4,3,443,Loyal Customers
16349,129,1,53.5,1,2,1,121,Hibernating
16350,172,1,376.7,1,2,3,123,Hibernating
16351,171,1,153.9,1,2,1,121,Hibernating
16353,56,7,1645.28,3,5,5,355,Loyal Customers
16356,36,3,211.77,4,4,2,442,Loyal Customers
16357,1,2,257.95,5,4,2,542,Champions
16358,23,1,462.15,4,2,3,423,Potential Loyalists
16359,15,6,1246.83,5,5,4,554,Champions
16365,92,1,120.9,2,2,1,221,Hibernating
16369,35,1,354.45,4,2,2,422,Potential Loyalists
16370,21,2,546.58,4,4,3,443,Loyal Customers
16374,101,1,156.3,2,2,1,221,Hibernating
16377,106,1,676.2,2,2,4,224,Hibernating
16378,86,3,362.95,2,4,3,243,At-Risk
16383,107,1,309.46,1,2,2,122,Hibernating
16384,102,1,409.1,2,2,3,223,Hibernating
16386,92,1,61.1,2,2,1,221,Hibernating
16387,161,1,94.36,1,2,1,121,Hibernating
16389,44,2,670.17,3,4,4,344,Loyal Customers
16392,108,1,221.19,1,2,2,122,Hibernating
16393,24,4,681.29,4,5,4,454,Loyal Customers
16394,10,3,933.1,5,4,4,544,Champions
16395,7,3,967.25,5,4,4,544,Champions
16398,92,1,1169.95,2,2,4,224,Hibernating
16399,74,1,178.41,2,2,1,221,Hibernating
16401,1,6,1971.79,5,5,5,555,Champions
16402,103,1,87.8,2,2,1,221,Hibernating
16403,151,1,177.5,1,2,1,121,Hibernating
16405,141,2,167.25,1,4,1,141,At-Risk
16407,33,5,794.74,4,5,4,454,Loyal Customers
16409,81,2,803.56,2,4,4,244,At-Risk
16414,119,1,50.8,1,2,1,121,Hibernating
16418,65,1,145.91,2,2,1,221,Hibernating
16419,7,4,750.69,5,5,4,554,Champions
16422,3,28,20197.22,5,5,5,555,Champions
16424,30,1,133.56,4,2,1,421,Potential Loyalists
16425,141,1,302.7,1,2,2,122,Hibernating
16426,115,1,328.37,1,2,2,122,Hibernating
16427,102,2,241.06,2,4,2,242,At-Risk
16431,52,3,642.81,3,4,3,343,Loyal Customers
16434,31,3,724.22,4,4,4,444,Loyal Customers
16440,53,1,272.46,3,2,2,322,About to Sleep
16441,130,1,211.0,1,2,2,122,Hibernating
16442,66,1,285.37,2,2,2,222,Hibernating
16444,33,2,240.08,4,4,2,442,Loyal Customers
16446,44,1,2.9,3,2,1,321,About to Sleep
16448,37,1,188.89,4,2,1,421,Potential Loyalists
16449,36,2,707.69,4,4,4,444,Loyal Customers
16455,43,2,601.8,3,4,3,343,Loyal Customers
16456,66,2,789.21,2,4,4,244,At-Risk
16457,57,1,208.36,3,2,2,322,About to Sleep
16458,9,7,1333.8,5,5,5,555,Champions
16461,16,1,151.42,5,2,1,521,Potential Loyalists
16462,24,2,68.0,4,4,1,441,Loyal Customers
16463,43,1,319.37,3,2,2,322,About to Sleep
16466,19,3,522.84,4,4,3,443,Loyal Customers
16469,85,2,276.88,2,4,2,242,At-Risk
16470,31,1,129.32,4,2,1,421,Potential Loyalists
16471,113,1,223.95,1,2,2,122,Hibernating
16473,3,3,316.11,5,4,2,542,Champions
16475,1,2,367.9,5,4,3,543,Champions
16477,53,3,1008.11,3,4,4,344,Loyal Customers
16483,31,1,139.35,4,2,1,421,Potential Loyalists
16484,12,2,404.3,5,4,3,543,Champions
16493,12,3,782.29,5,4,4,544,Champions
16494,135,1,826.53,1,2,4,124,Hibernating
16495,115,2,246.51,1,4,2,142,At-Risk
16496,46,2,1185.04,3,4,4,344,Loyal Customers
16497,42,5,1550.7,3,5,5,355,Loyal Customers
16498,1,1,91.22,5,2,1,521,Potential Loyalists
16500,169,1,165.0,1,2,1,121,Hibernating
16503,53,2,605.3,3,4,3,343,Loyal Customers
16509,135,1,363.7,1,2,3,123,Hibernating
16511,105,1,340.75,2,2,2,222,Hibernating
16515,85,2,622.33,2,4,3,243,At-Risk
16517,116,1,162.7,1,2,1,121,Hibernating
16518,123,1,190.7,1,2,1,121,Hibernating
16520,25,2,720.81,4,4,4,444,Loyal Customers
16523,16,9,3227.6,5,5,5,555,Champions
16525,2,15,7862.75,5,5,5,555,Champions
16526,10,1,290.36,5,2,2,522,Potential Loyalists
16529,29,1,455.25,4,2,3,423,Potential Loyalists
16531,133,2,392.01,1,4,3,143,At-Risk
16532,177,1,1910.4,1,2,5,125,Hibernating
16539,58,1,306.36,3,2,2,322,About to Sleep
16545,3,1,339.3,5,2,2,522,Potential Loyalists
16546,129,1,487.75,1,2,3,123,Hibernating
16549,173,1,119.49,1,2,1,121,Hibernating
16550,3,3,1217.59,5,4,4,544,Champions
16551,175,1,311.07,1,2,2,122,Hibernating
16552,81,1,284.44,2,2,2,222,Hibernating
16553,2,10,4110.38,5,5,5,555,Champions
16554,61,2,314.11,3,4,2,342,Loyal Customers
16556,1,4,1773.39,5,5,5,555,Champions
16558,15,9,2875.21,5,5,5,555,Champions
16566,9,3,463.88,5,4,3,543,Champions
16567,33,2,865.6,4,4,4,444,Loyal Customers
16570,1,5,1834.55,5,5,5,555,Champions
16571,15,2,896.79,5,4,4,544,Champions
16572,114,1,342.58,1,2,2,122,Hibernating
16573,129,1,292.63,1,2,2,122,Hibernating
16581,21,1,105.84,4,2,1,421,Potential Loyalists
16584,93,1,611.94,2,2,3,223,Hibernating
16586,87,1,463.95,2,2,3,223,Hibernating
16587,71,1,225.15,2,2,2,222,Hibernating
16592,22,8,1520.98,4,5,5,455,Loyal Customers
16593,28,2,255.5,4,4,2,442,Loyal Customers
16598,124,1,145.05,1,2,1,121,Hibernating
16600,92,2,237.46,2,4,2,242,At-Risk
16607,46,5,1062.24,3,5,4,354,Loyal Customers
16609,36,3,1987.62,4,4,5,445,Loyal Customers
16610,58,1,75.66,3,2,1,321,About to Sleep
16611,25,1,129.49,4,2,1,421,Potential Loyalists
16612,25,2,708.9,4,4,4,444,Loyal Customers
16614,21,1,506.19,4,2,3,423,Potential Loyalists
16617,74,1,151.85,2,2,1,221,Hibernating
16618,49,4,1441.29,3,5,5,355,Loyal Customers
16619,102,1,226.21,2,2,2,222,Hibernating
16620,99,1,95.76,2,2,1,221,Hibernating
16621,54,2,490.7,3,4,3,343,Loyal Customers
16623,84,1,129.45,2,2,1,221,Hibernating
16624,36,1,426.43,4,2,3,423,Potential Loyalists
16625,113,1,333.08,1,2,2,122,Hibernating
16626,7,4,1706.89,5,5,5,555,Champions
16628,57,2,712.91,3,4,4,344,Loyal Customers
16633,19,2,703.32,4,4,4,444,Loyal Customers
16634,61,1,53.1,3,2,1,321,About to Sleep
16637,64,1,303.62,2,2,2,222,Hibernating
16638,96,4,1140.64,2,5,4,254,Cannot Lose Them
16639,45,2,471.15,3,4,3,343,Loyal Customers
16642,46,1,307.73,3,2,2,322,About to Sleep
16643,84,1,487.51,2,2,3,223,Hibernating
16644,16,2,833.78,5,4,4,544,Champions
16647,8,2,214.06,5,4,2,542,Champions
16652,51,3,3054.62,3,4,5,345,Loyal Customers
16654,26,2,309.85,4,4,2,442,Loyal Customers
16655,24,2,1230.7,4,4,4,444,Loyal Customers
16656,31,5,3128.72,4,5,5,455,Loyal Customers
16657,93,1,242.55,2,2,2,222,Hibernating
16659,28,1,39.12,4,2,1,421,Potential Loyalists
16660,49,2,384.36,3,4,3,343,Loyal Customers
16667,123,1,203.35,1,2,1,121,Hibernating
16668,21,3,196.74,4,4,1,441,Loyal Customers
16670,11,6,2145.15,5,5,5,555,Champions
16671,3,1,1382.88,5,2,5,525,Potential Loyalists
16672,3,13,5001.54,5,5,5,555,Champions
16676,52,3,1098.5,3,4,4,344,Loyal Customers
16678,36,5,1266.65,4,5,4,454,Loyal Customers
16681,44,3,875.84,3,4,4,344,Loyal Customers
16682,26,1,525.5,4,2,3,423,Potential Loyalists
16684,44,9,21962.54,3,5,5,355,Loyal Customers
16686,33,3,864.59,4,4,4,444,Loyal Customers
16690,40,1,86.5,3,2,1,321,About to Sleep
16692,95,2,1276.0,2,4,4,244,At-Risk
16693,110,1,157.56,1,2,1,121,Hibernating
16696,42,3,558.9,3,4,3,343,Loyal Customers
16697,80,1,112.75,2,2,1,221,Hibernating
16698,65,2,1998.0,2,4,5,245,At-Risk
16700,18,7,3005.71,4,5,5,455,Loyal Customers
16701,12,6,2095.03,5,5,5,555,Champions
16705,46,6,5476.77,3,5,5,355,Loyal Customers
16709,38,4,1984.59,3,5,5,355,Loyal Customers
16710,46,4,1112.67,3,5,4,354,Loyal Customers
16711,141,1,384.6,1,2,3,123,Hibernating
16712,17,5,1598.15,4,5,5,455,Loyal Customers
16713,11,7,2382.76,5,5,5,555,Champions
16714,57,3,1161.53,3,4,4,344,Loyal Customers
16716,105,2,901.2,2,4,4,244,At-Risk
16717,1,2,828.91,5,4,4,544,Champions
16719,74,3,547.5,2,4,3,243,At-Risk
16721,101,1,292.47,2,2,2,222,Hibernating
16722,22,4,1453.94,4,5,5,455,Loyal Customers
16725,141,4,453.82,1,5,3,153,Cannot Lose Them
16726,35,3,665.62,4,4,3,443,Loyal Customers
16728,5,3,550.0,5,4,3,543,Champions
16729,15,12,3491.19,5,5,5,555,Champions
16730,73,2,480.94,2,4,3,243,At-Risk
16735,78,2,1097.92,2,4,4,244,At-Risk
16738,136,1,3.75,1,2,1,121,Hibernating
16739,15,1,323.0,5,2,2,522,Potential Loyalists
16743,50,2,631.47,3,4,3,343,Loyal Customers
16744,12,1,109.96,5,2,1,521,Potential Loyalists
16745,1,12,4664.18,5,5,5,555,Champions
16746,33,7,2577.54,4,5,5,455,Loyal Customers
16748,56,3,910.2,3,4,4,344,Loyal Customers
16750,71,1,118.7,2,2,1,221,Hibernating
16755,65,2,908.47,2,4,4,244,At-Risk
16756,53,1,239.4,3,2,2,322,About to Sleep
16757,157,1,106.83,1,2,1,121,Hibernating
16763,37,1,611.85,4,2,3,423,Potential Loyalists
16765,133,1,34.0,1,2,1,121,Hibernating
16766,112,2,1145.6,1,4,4,144,At-Risk
16767,21,4,3048.24,4,5,5,455,Loyal Customers
16768,110,1,183.25,1,2,1,121,Hibernating
16769,99,1,380.39,2,2,3,223,Hibernating
16770,75,2,394.28,2,4,3,243,At-Risk
16771,114,3,1655.95,1,4,5,145,At-Risk
16774,17,1,143.4,4,2,1,421,Potential Loyalists
16775,2,4,574.25,5,5,3,553,Champions
16777,96,1,177.25,2,2,1,221,Hibernating
16778,113,1,93.18,1,2,1,121,Hibernating
16779,2,11,4368.01,5,5,5,555,Champions
16780,98,1,161.89,2,2,1,221,Hibernating
16782,43,5,770.31,3,5,4,354,Loyal Customers
16788,93,1,297.17,2,2,2,222,Hibernating
16791,52,4,576.15,3,5,3,353,Loyal Customers
16792,121,2,110.38,1,4,1,141,At-Risk
16794,18,2,278.06,4,4,2,442,Loyal Customers
16801,2,4,1619.73,5,5,5,555,Champions
16804,109,1,118.05,1,2,1,121,Hibernating
16805,12,1,245.82,5,2,2,522,Potential Loyalists
16806,8,3,541.56,5,4,3,543,Champions
16807,54,2,651.83,3,4,3,343,Loyal Customers
16808,113,1,166.5,1,2,1,121,Hibernating
16809,47,2,343.08,3,4,2,342,Loyal Customers
16810,31,1,309.54,4,2,2,422,Potential Loyalists
16813,12,3,463.41,5,4,3,543,Champions
16814,15,12,4196.72,5,5,5,555,Champions
16816,152,1,249.67,1,2,2,122,Hibernating
16817,24,5,812.13,4,5,4,454,Loyal Customers
16818,22,4,1193.17,4,5,4,454,Loyal Customers
16823,66,1,358.38,2,2,3,223,Hibernating
16824,3,1,222.9,5,2,2,522,Potential Loyalists
16825,24,1,318.7,4,2,2,422,Potential Loyalists
16832,23,3,199.15,4,4,1,441,Loyal Customers
16833,98,3,671.29,2,4,4,244,At-Risk
16834,66,1,413.46,2,2,3,223,Hibernating
16837,36,8,1814.74,4,5,5,455,Loyal Customers
16838,36,2,588.85,4,4,3,443,Loyal Customers
16839,11,15,7195.17,5,5,5,555,Champions
16841,9,4,1243.24,5,5,4,554,Champions
16842,141,1,520.57,1,2,3,123,Hibernating
16843,15,8,5741.92,5,5,5,555,Champions
16849,25,1,124.57,4,2,1,421,Potential Loyalists
16850,172,1,332.41,1,2,2,122,Hibernating
16852,15,1,113.06,5,2,1,521,Potential Loyalists
16859,100,1,259.84,2,2,2,222,Hibernating
16869,4,2,387.68,5,4,3,543,Champions
16871,49,4,2037.82,3,5,5,355,Loyal Customers
16872,23,1,388.36,4,2,3,423,Potential Loyalists
16873,36,2,1075.81,4,4,4,444,Loyal Customers
16875,135,3,805.09,1,4,4,144,At-Risk
16877,47,1,77.75,3,2,1,321,About to Sleep
16880,12,3,421.06,5,4,3,543,Champions
16882,78,2,215.7,2,4,2,242,At-Risk
16883,26,1,148.7,4,2,1,421,Potential Loyalists
16889,33,3,1578.67,4,4,5,445,Loyal Customers
16892,22,1,102.98,4,2,1,421,Potential Loyalists
16897,138,2,289.78,1,4,2,142,At-Risk
16898,16,1,203.39,5,2,1,521,Potential Loyalists
16899,46,1,177.0,3,2,1,321,About to Sleep
16904,1,7,1732.94,5,5,5,555,Champions
16905,75,2,599.53,2,4,3,243,At-Risk
16906,25,3,394.94,4,4,3,443,Loyal Customers
16907,73,2,401.98,2,4,3,243,At-Risk
16912,46,5,1165.66,3,5,4,354,Loyal Customers
16913,129,1,113.44,1,2,1,121,Hibernating
16915,7,3,208.69,5,4,2,542,Champions
16917,115,1,391.52,1,2,3,123,Hibernating
16918,156,1,275.78,1,2,2,122,Hibernating
16919,17,8,1840.7,4,5,5,455,Loyal Customers
16923,12,11,3456.52,5,5,5,555,Champions
16927,115,1,123.35,1,2,1,121,Hibernating
16928,3,8,1340.71,5,5,5,555,Champions
16931,12,8,1722.68,5,5,5,555,Champions
16933,78,1,224.73,2,2,2,222,Hibernating
16938,18,3,2410.75,4,4,5,445,Loyal Customers
16940,8,2,1868.36,5,4,5,545,Champions
16942,15,5,1077.9,5,5,4,554,Champions
16943,50,3,816.73,3,4,4,344,Loyal Customers
16945,3,9,1813.91,5,5,5,555,Champions
16947,74,1,406.48,2,2,3,223,Hibernating
16948,100,2,240.54,2,4,2,242,At-Risk
16949,24,4,893.75,4,5,4,454,Loyal Customers
16951,143,1,1053.79,1,2,4,124,Hibernating
16954,93,2,594.68,2,4,3,243,At-Risk
16955,23,2,329.57,4,4,2,442,Loyal Customers
16957,78,2,416.64,2,4,3,243,At-Risk
16960,91,1,201.53,2,2,1,221,Hibernating
16963,26,1,110.55,4,2,1,421,Potential Loyalists
16965,65,1,201.19,2,2,1,221,Hibernating
16966,9,4,1486.56,5,5,5,555,Champions
16967,28,1,319.02,4,2,2,422,Potential Loyalists
16969,30,1,397.36,4,2,3,423,Potential Loyalists
16976,106,1,251.52,2,2,2,222,Hibernating
16979,136,1,347.15,1,2,2,122,Hibernating
16980,94,2,1078.96,2,4,4,244,At-Risk
16983,19,3,721.73,4,4,4,444,Loyal Customers
16985,50,5,1982.04,3,5,5,355,Loyal Customers
16987,9,3,629.45,5,4,3,543,Champions
16990,57,1,179.0,3,2,1,321,About to Sleep
16992,38,2,671.15,3,4,4,344,Loyal Customers
16996,84,2,573.34,2,4,3,243,At-Risk
16997,127,3,702.0,1,4,4,144,At-Risk
16998,43,3,287.1,3,4,2,342,Loyal Customers
17001,12,5,1812.43,5,5,5,555,Champions
17002,54,2,993.52,3,4,4,344,Loyal Customers
17007,40,2,255.61,3,4,2,342,Loyal Customers
17015,24,1,524.5,4,2,3,423,Potential Loyalists
17017,1,9,3073.64,5,5,5,555,Champions
17018,164,1,405.0,1,2,3,123,Hibernating
17019,100,2,637.11,2,4,3,243,At-Risk
17026,24,1,121.68,4,2,1,421,Potential Loyalists
17027,18,4,655.88,4,5,3,453,Loyal Customers
17029,75,1,358.0,2,2,2,222,Hibernating
17033,53,1,300.3,3,2,2,322,About to Sleep
17034,126,1,141.8,1,2,1,121,Hibernating
17035,84,2,433.53,2,4,3,243,At-Risk
17042,35,2,495.39,4,4,3,443,Loyal Customers
17043,17,2,324.97,4,4,2,442,Loyal Customers
17045,86,1,39.95,2,2,1,221,Hibernating
17047,44,2,749.43,3,4,4,344,Loyal Customers
